date,portfolio_daily_return,portfolio_equity_100,portfolio_drawdown,portfolio_roll_vol_20
2021-02-22,,100.0,0.0,
2021-02-23,-0.00839826409019695,99.1601735909803,-0.00839826409019695,
2021-02-24,0.019897232324180593,101.13318660222612,0.0,
2021-02-25,-0.049070374362542954,96.17054327517798,-0.04907037436254291,
2021-02-26,0.006523419743235737,96.79790409589698,-0.0428670612682317,
2021-03-01,0.03410913005660987,100.09959639591118,-0.010220089379564645,
2021-03-02,-0.02352885201067325,97.74436780598366,-0.03350847441969029,
2021-03-03,-0.03159478092128454,94.65615591886414,-0.06404456243267831,
2021-03-04,-0.022877808373281173,92.49063052240095,-0.08545717157927402,
2021-03-05,0.0040383451266944315,92.86413960943597,-0.0817639320049679,
2021-03-08,-0.03859085813899037,89.28043277156883,-0.11719944984306851,
2021-03-09,0.07195473718906742,95.70458284777327,-0.05367776826616233,
2021-03-10,-0.004221653651592838,95.3005512461198,-0.05767281297134497,
2021-03-11,0.027249063157846365,97.89740198600289,-0.031995279936645415,
2021-03-12,-0.006214091916641995,97.28905853166141,-0.038010550242862484,
2021-03-15,0.01459870904210856,98.7093531901458,-0.023966746164279962,
2021-03-16,-0.0024921808680338662,98.46335162862933,-0.026399197566054244,
2021-03-17,0.00694666461189628,99.14734350895664,-0.019635919325672324,
2021-03-18,-0.03816324279230188,95.36355936641256,-0.05704979176129865,
2021-03-19,0.0008741845818174054,95.44692471967792,-0.05622547922783472,
2021-03-22,0.022083268142584746,97.55470475164766,-0.03538385341948369,0.028869727336966328
2021-03-23,-0.005696501092464934,96.99898426945481,-0.04087879035228881,0.028838822648546182
2021-03-24,-0.022977415393677793,94.77019831513073,-0.06291691679925104,0.02881999378456178
2021-03-25,0.0008145860346106426,94.84739679517553,-0.06215358200640575,0.026689422432092776
2021-03-26,0.005894383277896931,95.40646370479708,-0.05662555576294859,0.026681255363891286
2021-03-29,-0.0015533090091261804,95.25826798519554,-0.05809090778616144,0.02541600353811186
2021-03-30,0.0009109231653838812,95.3450409481976,-0.057232900974378165,0.024917819223247116
2021-03-31,0.02551561998333769,97.7778287803276,-0.03317761394284657,0.02448995507493469
2021-04-01,0.01422746957963692,99.16895986486264,-0.01942217785630651,0.0239123840177178
2021-04-05,0.024532093395233146,101.60178205017559,0.0,0.024359852046681067
2021-04-06,-0.0022339977625531527,101.37480389640407,-0.002233997762553175,0.022214721399680053
2021-04-07,0.0026529592669335632,101.64374712183462,0.0,0.016027813738681444
2021-04-08,0.013754910522410402,103.04184776865797,0.0,0.016097309859290535
2021-04-09,0.006734112457952723,103.73574315940736,0.0,0.015167040202780974
2021-04-12,0.016082765649823007,105.40410080615035,0.0,0.015272401162230503
2021-04-13,0.03084886892051175,108.6556980956037,0.0,0.016259300103867357
2021-04-14,-0.019525819112355337,106.53410658906223,-0.019525819112355514,0.017093687719766937
2021-04-15,0.022019890483144032,108.879975948873,0.0,0.017552576885583388
2021-04-16,-0.0014152365806455291,108.72588502401035,-0.0014152365806454625,0.014466131159887353
2021-04-19,-0.015224471902458814,107.07059084239235,-0.016618162253546842,0.01523354950366237
2021-04-20,-0.0056613933315527555,106.4644221133918,-0.022185473632134745,0.014940054540719666
2021-04-21,0.013760347277925345,107.9294095344157,-0.00873040617591303,0.014875517091117889
2021-04-22,-0.019990786869813638,105.77181571142837,-0.028546665356576906,0.014587236459834486
2021-04-23,0.017158911020401346,107.58674488568707,-0.011877584026958266,0.014761397117375282
2021-04-26,0.0065197622808161,108.28818488690857,-0.0054352607704681866,0.01476087762784157
2021-04-27,-0.010520839332219967,107.14890229213567,-0.015898916597393287,0.015148083341762581
2021-04-28,-0.0112196816632814,105.94672571784787,-0.026940217477660955,0.015599025812125867
2021-04-29,-0.004868930720727383,105.43087845023975,-0.03167797814588835,0.015005194350654921
2021-04-30,0.0008670321514484547,105.52229041161158,-0.030838411819985145,0.014816572167808682
2021-05-03,-0.007399357687489538,104.74149324085292,-0.03800958506790442,0.014101616994043251
2021-05-04,-0.02138726464552827,102.50135920554297,-0.05858392865851891,0.014998733687918032
2021-05-05,9.30996559683761e-05,102.51090204682131,-0.05849628314615374,0.014991745864579803
2021-05-06,0.005489315559010199,103.0736167363951,-0.05332807214436197,0.014719479413745082
2021-05-07,0.011352227370683688,104.24373186950535,-0.04258123717390139,0.014864239729291266
2021-05-10,-0.0315919395494185,100.95047019387815,-0.07282795285258259,0.015988462533568063
2021-05-11,-0.007232385493185345,100.2203574777177,-0.07953361851605856,0.014011568247671411
2021-05-12,-0.031616428975766574,97.0517476635975,-0.10863547849082655,0.01494893386429459
2021-05-13,0.0018326780827934374,97.22961227443739,-0.10700189426847684,0.01368943384079043
2021-05-14,0.026023892536368765,99.75990525562014,-0.08376260752973885,0.015394688706646257
2021-05-17,-0.010220808206552046,98.74027839729864,-0.09312729418984877,0.015245706301222836
2021-05-18,-0.007438978118878281,98.00575162684919,-0.09987350040497844,0.015261500641985693
2021-05-19,-0.004559685801156688,97.55887619272455,-0.10397779442442667,0.014676766526892671
2021-05-20,0.02516976632509902,100.0144103094347,-0.0814251248879897,0.015678403547347092
2021-05-21,-0.0010004137558287996,99.91435451758002,-0.08234407982881053,0.014979418299276395
2021-05-24,0.026353050690655477,102.54740256690593,-0.058161046847959086,0.01628335750647853
2021-05-25,-0.00012782463431388892,102.53429448267298,-0.05828143706772837,0.016182591172518496
2021-05-26,0.00557915000438729,103.10634869218582,-0.053027447943213235,0.016118754177346414
2021-05-27,-0.003018767520984844,102.79509459554652,-0.055886137926626445,0.016102096481608125
2021-05-28,0.007568917075530135,103.5731421423115,-0.048740218394734414,0.01621543539013598
2021-06-01,-0.002708178062562694,103.29264763089101,-0.051316399267075874,0.016148843246623152
2021-06-02,0.0017861552598667397,103.47714433676249,-0.04962190306367742,0.015390281021540185
2021-06-03,-0.012845242568171567,102.14795531749508,-0.061829740250301746,0.01568129317255483
2021-06-04,0.026091095777489092,104.81310740315853,-0.03735185014758047,0.016708067269910074
2021-06-07,0.004723793417635425,105.30822286999148,-0.032804499153808675,0.0165563340932593
2021-06-08,-0.0019479488819844405,105.10308783498812,-0.034688546548342414,0.014747146615290136
2021-06-09,-0.0015549513651951675,104.93965764507287,-0.03618955891072562,0.014611653788581038
2021-06-10,0.006760581159976198,105.64911071748251,-0.029673640200909013,0.012235459659004588
2021-06-11,0.007320913910039928,106.42255876171747,-0.022569964456177538,0.012238204393625923
2021-06-14,0.011643350339037494,107.66167389735695,-0.011189404120442892,0.011299556337457892
2021-06-15,-0.011322489436839934,106.44267573190163,-0.022385201647324493,0.011374345176863618
2021-06-16,0.00099471319025064,106.54855566545771,-0.02141275531241904,0.011087544375503761
2021-06-17,0.018578883072347407,108.52810882269375,-0.003231697317277793,0.011325084779460913
2021-06-18,-0.00386514147574879,108.10863232799856,-0.007084347825688675,0.010487763834111543
2021-06-21,0.005085652506285454,108.65843526494854,-0.002034723850678377,0.01042465661167918
2021-06-22,0.01171718988629702,109.93160678369587,0.0,0.009237906977768058
2021-06-23,0.01150264787570936,111.19611134693967,0.0,0.009361237600849672
2021-06-24,0.010458011345870965,112.35900154102269,0.0,0.009464684525573733
2021-06-25,-0.005147777415231936,111.78060241049181,-0.005147777415231869,0.00956336391119787
2021-06-28,0.020746199163424663,114.09962505070746,0.0,0.010234972552587904
2021-06-29,0.0025086918694862126,114.38586585238359,0.0,0.010096384675993513
2021-06-30,0.0001704904254088424,114.40536754731355,0.0,0.010131218277662458
2021-07-01,0.003647758474403839,114.82269069630155,0.0,0.009226093864520736
2021-07-02,0.012913301710003955,116.30543074441736,0.0,0.00811193350825488
2021-07-06,-0.0010402185344749349,116.18444767969693,-0.0010402185344748904,0.008232977610026034
2021-07-07,-0.0017513466004996036,115.98096844222216,-0.002789743351780505,0.008224410270433526
2021-07-08,-0.0073357271491586214,115.13016370323483,-0.010105005704894365,0.008560445250613086
2021-07-09,0.007871416615633153,116.03640118676904,-0.0023131297990677258,0.008578244972646068
2021-07-12,0.012793026833180265,117.52085798077702,0.0,0.008750605989619372
2021-07-13,-0.004029024121930402,117.04736360914252,-0.004029024121930402,0.008826578561086193
2021-07-14,-0.002362143686288598,116.77088091819645,-0.006381650674327499,0.008201143341066044
2021-07-15,-0.01230265382808402,115.33428919305946,-0.018605793263313464,0.00901377251666889
2021-07-16,-0.015035900965064176,113.60013424287656,-0.03336193936349385,0.0092837523179158
2021-07-19,-0.0035657774589735068,113.19506144485696,-0.03680875557109731,0.009273478541085881
2021-07-20,0.012361702652835538,114.59434513620772,-0.02490207180965265,0.009526052008343985
2021-07-21,0.009079870141516299,115.63484690899656,-0.016048309246422976,0.009412322662166898
2021-07-22,0.0057688819643416656,116.3019306917793,-0.01037200808385097,0.009211230887886118
2021-07-23,0.004744071103979741,116.8536753205112,-0.00567714252371232,0.009031328657076653
2021-07-26,0.0023687170374312007,117.13046861212935,-0.0033218730305009103,0.008873162393595313
2021-07-27,-0.010424670993425079,115.9094220135422,-0.01371191459050114,0.008188042261992599
2021-07-28,0.0010094019594099279,116.02642121123674,-0.012716353464546137,0.008178616393635011
2021-07-29,0.01295426433569875,117.52945814153225,0.0,0.00861911722027898
2021-07-30,-0.0005286719821861352,117.46732360993131,-0.0005286719821859798,0.008611955425770618
2021-08-02,0.008165061079502278,118.42645148205206,0.0,0.008332214701546305
2021-08-03,0.006449050726489025,119.19018967501789,0.0,0.008406635470338592
2021-08-04,0.003000081045655234,119.54776990388996,0.0,0.008382627923056267
2021-08-05,0.008142145740005269,120.52114526934004,0.0,0.008232324044289828
2021-08-06,-0.007637015866278007,119.60072337069609,-0.007637015866278074,0.008410650056814102
2021-08-09,0.0024847300132685656,119.8978988776639,-0.005171261775544056,0.007990604874329277
2021-08-10,-0.006327053596283316,119.13929844538318,-0.011465596521413102,0.008083197984648169
2021-08-11,-0.0017787847341041775,118.92737528007665,-0.01322398642745759,0.008071786215921117
2021-08-12,0.01291614696233694,120.4634587370391,-0.00047864241724571155,0.00786016047801541
2021-08-13,0.004180842049416156,120.96709743074503,0.0,0.006735462244684158
2021-08-16,-0.006627227055550233,120.16542100982062,-0.006627227055550189,0.006928573894061553
2021-08-17,-0.0144696366318251,118.42667103209823,-0.021000970120004903,0.007589665259034087
2021-08-18,-0.005815409451633324,117.7379714500527,-0.02669425033150885,0.0075553871939286615
2021-08-19,0.008386285894010892,118.72535573921373,-0.01853183005250436,0.007665504004902214
2021-08-20,0.021038217655978863,121.22312561453883,0.0,0.008851801550247528
2021-08-23,0.022629459992771793,123.9663394858318,0.0,0.009996683121331342
2021-08-24,-0.002018142195332051,123.71615778531459,-0.002018142195331918,0.009575352342076307
2021-08-25,0.0029517958600899117,124.08134262769153,0.0,0.00956065395126673
2021-08-26,-0.008348807117570689,123.04541143120373,-0.008348807117570689,0.009627209908861444
2021-08-27,0.011863364046498282,124.50514394126327,0.0,0.009829536283991719
2021-08-30,0.015339533395538351,126.41499475466658,0.0,0.010155043102869401
2021-08-31,-0.004427697343218062,125.85526741824842,-0.004427697343218018,0.010269140828812104
2021-09-01,0.0010261177112055985,125.9844097371948,-0.0034061229706762175,0.010276338497885593
2021-09-02,0.0007954709863635002,126.08462667987487,-0.002613361456311858,0.01020167763263101
2021-09-03,0.0051049450145724375,126.72828176625852,0.0,0.009942490409028764
2021-09-07,0.005436036938709065,127.41718138711902,0.0,0.009957186972913553
2021-09-08,-0.004838643201627279,126.80065510862973,-0.004838643201627191,0.00988840186566991
