date,ticker,open,high,low,close,adj_close,volume,daily_return,ma_20,ma_50,roll_vol_20,equity_100,drawdown
2021-03-23,AAPL,123.33000183105467,124.23999786376952,122.13999938964844,122.54000091552734,119.35342407226562,95467100,-0.006888851533048301,119.08605613708497,,0.025272717377818704,97.25396160008614,-0.041083046679914026
2021-03-24,AAPL,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,116.96713256835938,88530500,-0.01999349011102869,118.82989616394043,,0.025621890087758177,95.30951548057645,-0.06025514330341697
2021-03-25,AAPL,119.54000091552734,121.66000366210938,119.0,120.58999633789062,117.45413208007812,98844700,0.0041635586085186915,118.81041641235352,,0.024438360577046167,95.70634223422935,-0.05634246051550673
2021-03-26,AAPL,120.3499984741211,121.4800033569336,118.91999816894533,121.20999908447266,118.05799102783205,94071200,0.005141232045733579,118.80798034667968,,0.024460266008928828,96.19839074790393,-0.05149089813331087
2021-03-29,AAPL,121.6500015258789,122.58000183105467,120.7300033569336,121.38999938964844,118.23332214355467,80819200,0.0014851270481242018,118.49630126953124,,0.020976614502882622,96.34125757998966,-0.05008224161073671
2021-03-30,AAPL,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,116.78207397460938,85671900,-0.01227444296273128,118.24208793640136,,0.0206619090009832,95.15872230886627,-0.061741952955371215
2021-03-31,AAPL,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,118.97357177734376,118323800,0.01876570374328912,118.24647178649903,,0.020440466901828172,96.94444270030438,-0.044134880409774646
2021-04-01,AAPL,123.66000366210938,124.18000030517578,122.48999786376952,123.0,119.8014678955078,75089100,0.006958655656009283,118.38624076843261,,0.0201314044362132,97.61904569481952,-0.03748334418895616
2021-04-05,AAPL,123.87000274658205,126.16000366210938,123.06999969482422,125.9000015258789,122.62606048583984,88651200,0.02357727864232584,118.60441703796387,,0.0206439056483833,99.92063713596421,-0.014789820797019626
2021-04-06,AAPL,126.5,127.12999725341795,125.6500015258789,126.20999908447266,122.92798614501952,80171300,0.002462165529769633,119.08410949707032,,0.017905132119125238,100.16665828443301,-0.012364070254207715
2021-04-07,AAPL,125.83000183105467,127.91999816894533,125.13999938964844,127.9000015258789,124.57402801513672,83466700,0.01339029395775948,119.41575508117675,,0.01591303094351555,101.50791928362801,0.0
2021-04-08,AAPL,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,126.97005462646484,88844600,0.01923375722455556,119.92125854492187,,0.016049926311548137,103.46029795949909,0.0
2021-04-09,AAPL,129.8000030517578,133.0399932861328,129.47000122070312,133.0,129.5414276123047,106686700,0.020251806564977937,120.4589054107666,,0.01622117653062671,105.55555590092985,0.0
2021-04-12,AAPL,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,127.82720184326172,91420000,-0.013233031321635225,120.95613059997558,,0.01648748323207947,104.15873592352023,-0.013233031321635225
2021-04-13,AAPL,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,130.93421936035156,91266500,0.024306387625535164,121.4645565032959,,0.01647779881899978,106.69045853346306,0.0
2021-04-14,AAPL,134.94000244140625,135.0,131.66000366210938,132.02999877929688,128.59666442871094,87222800,-0.0178528954696503,121.77915878295899,,0.01705119871251502,104.78572492965608,-0.0178528954696503
2021-04-15,AAPL,133.82000732421875,135.0,133.63999938964844,134.5,131.00241088867188,89347100,0.018707689430736307,122.25349502563476,,0.0172710945969465,106.74602372841464,0.0
2021-04-16,AAPL,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,130.6712188720703,84922400,-0.002528136805688419,122.91727142333984,,0.0149207058380016,106.47615517696593,-0.00252813680568853
2021-04-19,AAPL,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,131.33355712890625,94264200,0.005068738644615989,123.6404640197754,,0.01473697338832687,107.01585497944154,0.0
2021-04-20,AAPL,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,129.64854431152344,94812300,-0.01283002497015251,124.11382446289062,,0.014315116888917269,105.64283888785309,-0.01283002497015251
2021-04-21,AAPL,132.36000061035156,133.75,131.3000030517578,133.5,130.02845764160156,68847100,0.002930332400534086,124.64757614135742,,0.014092431445989876,105.95240752153057,-0.00993728880748801
2021-04-22,AAPL,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,128.5089874267578,84566500,-0.011685674370081944,125.22466888427735,,0.01344347846607111,104.71428218850774,-0.021506839256444255
2021-04-23,AAPL,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,130.82705688476562,78657500,0.01803818942491442,125.89331512451172,,0.013762995844890625,106.60313824611798,-0.0038565942719688273
2021-04-26,AAPL,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,131.2166748046875,66905100,0.0029781142311031683,126.55124931335449,,0.01377442231307196,106.92061456920901,-0.0008899654191505402
2021-04-27,AAPL,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,130.895263671875,66015800,-0.0024494686615927908,127.18434638977051,,0.013860916305173433,106.65871587454347,-0.003337254138339407
2021-04-28,AAPL,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,130.1063690185547,107760100,-0.006026915193034776,127.85056114196777,,0.013512618291208504,106.01589283936961,-0.009344055983704691
2021-04-29,AAPL,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,130.00894165039062,151101000,-0.0007488285846342091,128.4023296356201,,0.01320561523035149,105.93650510838597,-0.010085887472121913
2021-04-30,AAPL,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,128.04147338867188,109839500,-0.015133330344381246,128.81432991027833,,0.013897384605637239,104.33333298105154,-0.02506658474957124
2021-05-03,AAPL,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,129.09336853027344,75135100,0.008215268957492583,129.1376953125,123.17362655639648,0.013128062648388346,105.19045937272251,-0.017057244527642124
2021-05-04,AAPL,131.19000244140625,131.49000549316406,126.6999969482422,127.8499984741211,124.52532196044922,137564700,-0.03538560207880059,129.2175621032715,123.20966384887696,0.015644035427928183,101.4682316348731,-0.05183926573902686
2021-05-05,AAPL,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,124.76883697509766,84000900,0.00195554615571103,129.22730255126953,123.25329879760743,0.01536469251228967,101.66665744517347,-0.04998509366014681
2021-05-06,AAPL,127.88999938964844,129.75,127.12999725341795,129.74000549316406,126.36617279052734,78128300,0.01280236198521667,129.19710845947264,123.33881561279297,0.015008327960786397,102.96823079561361,-0.03782265893783221
2021-05-07,AAPL,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,127.03938293457033,78973300,0.005327455355943478,129.07200622558594,123.52272872924804,0.014295652930154584,103.51678944825773,-0.03269670210882314
2021-05-10,AAPL,129.41000366210938,129.5399932861328,126.80999755859376,126.8499984741211,123.76119232177734,88071200,-0.02580452248009868,128.86870574951172,123.63581832885743,0.015120134888611721,100.84558812787252,-0.0576575018043296
2021-05-11,AAPL,123.5,126.2699966430664,122.7699966430664,125.91000366210938,122.84407806396484,126142800,-0.007410354090868987,128.46419868469238,123.60336181640625,0.013883065070131852,100.09828661134306,-0.0646405933908335
2021-05-12,AAPL,123.4000015258789,124.63999938964844,122.25,122.7699966430664,119.7805404663086,112172300,-0.024938423129042264,128.02339248657228,123.56164581298827,0.01436173274412672,97.60199318533724,-0.08796698205058284
2021-05-13,AAPL,124.58000183105467,126.1500015258789,124.26000213623048,124.97000122070312,121.92698669433594,105861300,0.017919824202421886,127.56962127685547,123.62246765136719,0.014298711062767545,99.35100374502446,-0.07162351070212503
2021-05-14,AAPL,126.25,127.88999938964844,125.8499984741211,127.4499969482422,124.34658813476562,81918000,0.019844675129186085,127.25338973999024,123.76927764892578,0.015222823642858735,101.32259213810302,-0.053200180874434344
2021-05-17,AAPL,126.81999969482422,126.93000030517578,125.16999816894533,126.2699966430664,123.19532012939452,74244600,-0.00925854116820135,126.84647789001465,123.86793334960937,0.015191588679077085,100.38449274752352,-0.06196616597785387
2021-05-18,AAPL,126.55999755859376,126.98999786376952,124.77999877929688,124.8499984741211,121.8099136352539,63342900,-0.01124560975762301,126.45454635620118,124.03744888305664,0.01514213559276636,99.25560791636794,-0.07251492841471385
2021-05-19,AAPL,123.16000366210938,124.91999816894533,122.86000061035156,124.69000244140624,121.65380096435548,92612000,-0.001281608912111043,126.03581352233887,124.1117025756836,0.0150844401147739,99.12840104468532,-0.07370360154830757
2021-05-20,AAPL,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859376,124.2100067138672,76857100,0.021012132208353185,125.82086448669433,124.25870300292969,0.015869483398534973,101.21130011303892,-0.0542401391599191
2021-05-21,AAPL,127.81999969482422,128.0,125.20999908447266,125.43000030517578,122.37577056884766,79295400,-0.014767217179570191,125.39830017089844,124.33044860839844,0.015424217400532774,99.71669086324302,-0.06820638042466454
2021-05-24,AAPL,126.01000213623048,127.94000244140624,125.94000244140624,127.0999984741211,124.0051040649414,63092900,0.013314183751571118,125.03772163391113,124.45289672851563,0.015811120234602648,101.04433720849484,-0.05580030895509713
2021-05-25,AAPL,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,123.80998992919922,72009500,-0.001573436329201483,124.68345794677734,124.5137825012207,0.015813072727813352,100.8853503774709,-0.05728594705100798
2021-05-26,AAPL,126.95999908447266,127.38999938964844,126.41999816894533,126.8499984741211,123.76119232177734,56575900,-0.0003941330376472374,124.36619911193847,124.54291397094727,0.015800090152241413,100.84558812787252,-0.0576575018043296
2021-05-27,AAPL,126.44000244140624,127.63999938964844,125.08000183105467,125.27999877929688,122.22942352294922,94625600,-0.012376810291594098,123.9772232055664,124.55718872070312,0.015950230290487442,99.59744141486962,-0.06932069613420411
2021-05-28,AAPL,125.56999969482422,125.8000030517578,124.5500030517578,124.61000061035156,121.57572174072266,71311100,-0.005348154015500373,123.65393562316895,124.6407893371582,0.015705331838257976,99.06477895863311,-0.07429811239031714
2021-06-01,AAPL,125.08000183105467,125.3499984741211,123.94000244140624,124.27999877929688,121.25379180908205,67637100,-0.002647978782533311,123.26195678710937,124.72847106933594,0.015502895066848217,98.80245752585431,-0.07674935134765859
2021-06-02,AAPL,124.27999877929688,125.23999786376952,124.0500030517578,125.05999755859376,122.01478576660156,59278900,0.006276042556407013,123.136429977417,124.76514007568359,0.01360718828742836,99.42254595396416,-0.07095499098648617
2021-06-03,AAPL,124.68000030517578,124.8499984741211,123.12999725341795,123.54000091552734,120.53180694580078,76229200,-0.01215409109218557,122.92457847595215,124.7887077331543,0.01381391995199536,98.21415527382267,-0.0822466886547768
2021-06-04,AAPL,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964844,122.8245849609375,75169300,0.01902218238682596,122.74749908447265,124.90585678100587,0.014220099515944608,100.08240284840937,-0.06478901778025448
2021-06-07,AAPL,126.16999816894533,126.31999969482422,124.83000183105467,125.9000015258789,122.8343505859375,71057600,7.950871564599282e-05,122.53724746704101,125.01346115112305,0.014139087301623186,100.09036027171861,-0.06471466035620022
2021-06-08,AAPL,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376952,123.65387725830078,74403800,0.006671803680762034,122.5318817138672,125.12537887573242,0.01303299649429222,100.75814350578824,-0.05847462018460203
2021-06-09,AAPL,127.20999908447266,127.75,126.5199966430664,127.12999725341795,124.03438568115234,56877900,0.003077205756004897,122.59139709472656,125.24140014648438,0.012928135550996202,101.06819704494863,-0.0555773528664093
2021-06-10,AAPL,127.0199966430664,128.19000244140625,125.94000244140624,126.11000061035156,123.03922271728516,71186400,-0.00802328288564591,122.75433120727538,125.36654312133788,0.011663575277951447,100.2572983093148,-0.06315472292797264
2021-06-11,AAPL,126.52999877929688,127.44000244140624,126.0999984741211,127.3499984741211,124.2490234375,53522400,0.009832642741857134,122.8704330444336,125.47205215454102,0.011191618477128776,101.24309250585408,-0.053943058014127465
2021-06-14,AAPL,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,127.30282592773438,96906500,0.024578080420652126,123.01824493408203,125.62207931518554,0.011651631527478418,103.73145337549849,-0.03069079441148237
2021-06-15,AAPL,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,126.4832534790039,62746300,-0.0064379752983309,123.1826416015625,125.69922317504883,0.011534355966163177,103.06363284100708,-0.03693118313350585
2021-06-16,AAPL,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,126.98087310791016,91815000,0.003934272840228958,123.44118957519531,125.78028091430664,0.011152914087490869,103.46911329250878,-0.033142207644036636
2021-06-17,AAPL,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,128.5808563232422,96721700,0.012600190691493651,123.78754234313965,125.86041748046875,0.011358846613594535,104.77284385067416,-0.020959615088794736
2021-06-18,AAPL,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,127.28327941894533,108953300,-0.010091524830374898,123.94120597839355,125.86668197631836,0.01085716432404436,103.71552609540609,-0.030839625443066065
2021-06-21,AAPL,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,129.0784912109375,79663300,0.014104066144331018,124.27634201049804,125.85742324829101,0.010525734188972178,105.17833673564978,-0.01717052341585046
2021-06-22,AAPL,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,130.7175750732422,74783600,0.012698350026621563,124.61196556091309,125.91523071289062,0.01049397054151815,106.51392807073694,-0.004690210705703635
2021-06-23,AAPL,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,130.44442749023438,60214200,-0.002089601056742052,124.94368743896484,125.90543487548828,0.010505639347700092,106.29135645408259,-0.006770011093198636
2021-06-24,AAPL,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,130.16146850585938,68711000,-0.0021691918146230504,125.26370124816894,125.93673095703124,0.010540289105112777,106.0607901136972,-0.00892451745517353
2021-06-25,AAPL,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,129.86875915527344,70783700,-0.0022488172110071147,125.64566802978516,125.91405792236328,0.010014210350605164,105.82227878347649,-0.011153265057727624
2021-06-28,AAPL,133.41000366210938,135.25,133.35000610351562,134.77999877929688,131.4981231689453,62111300,0.012546235324569333,126.14178810119628,125.93059600830078,0.010020650003836855,107.14994999567618,0.0
2021-06-29,AAPL,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,133.01039123535156,64556100,0.011500301524937528,126.72961807250977,125.9641326904297,0.010027673549189637,108.38220672900843,0.0
2021-06-30,AAPL,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,133.6250457763672,63261400,0.00462110166962848,127.31013107299805,126.04366271972657,0.010020681990186842,108.88305192548187,0.0
2021-07-01,AAPL,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,133.927490234375,52485800,0.0022633815109329714,127.97991523742675,126.12164337158202,0.009239959376186062,109.12949581206395,0.0
2021-07-02,AAPL,137.89999389648438,140.0,137.75,139.9600067138672,136.55198669433594,78852600,0.019596398434466478,128.6662853240967,126.28250335693359,0.009285544628760961,111.2680408929496,0.0
2021-07-06,AAPL,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,138.56182861328125,108181800,0.014718511005220591,129.45265922546386,126.4371987915039,0.009423984464827303,112.9057407773618,0.0
2021-07-07,AAPL,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,141.0497283935547,104911600,0.01795515983855145,130.32245178222655,126.63385986328124,0.009791588690736056,114.93298139970938,0.0
2021-07-08,AAPL,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,139.75209045410156,105575500,-0.009199861312972346,131.10833702087402,126.81099639892578,0.010393579872802091,113.87561391054561,-0.009199861312972457
2021-07-09,AAPL,142.75,145.64999389648438,142.64999389648438,145.11000061035156,141.57656860351562,99890800,0.013055104531787043,132.03520431518555,127.040400390625,0.009952411898476603,115.36227195376921,0.0
2021-07-12,AAPL,146.2100067138672,146.32000732421875,144.0,144.5,140.98141479492188,76299700,-0.004203759241124705,132.87182388305663,127.25984985351562,0.010239471777567103,114.87731673696639,-0.004203759241124816
2021-07-13,AAPL,144.02999877929688,147.4600067138672,143.6300048828125,145.63999938964844,142.0936279296875,100827100,0.007889076275646056,133.6113639831543,127.54089294433594,0.009317463976063213,115.78359265104588,0.0
2021-07-14,AAPL,148.10000610351562,149.57000732421875,147.67999267578125,149.14999389648438,145.51817321777344,127050800,0.024100625326988645,134.56310997009277,127.86938903808594,0.009741784441067422,118.57404963654142,0.0
2021-07-15,AAPL,149.24000549316406,150.0,147.08999633789062,148.47999572753906,144.86451721191406,106820300,-0.004491920090840873,135.45729217529296,128.27617294311523,0.010061892102287457,118.04142448072668,-0.004491920090840873
2021-07-16,AAPL,148.4600067138672,149.75999450683594,145.8800048828125,146.38999938964844,142.82537841796875,93251400,-0.014076178440317277,136.1695182800293,128.63730377197265,0.010960672292013076,116.37985232638673,-0.018504869462419915
2021-07-19,AAPL,143.75,144.07000732421875,141.6699981689453,142.4499969482422,138.98133850097656,121434600,-0.02691426383442075,136.75442123413086,128.88960708618163,0.012711584334688941,113.24757427586343,-0.044921088357907535
2021-07-20,AAPL,143.4600067138672,147.10000610351562,142.9600067138672,146.14999389648438,142.59120178222656,96350000,0.025973726546205667,137.4300567626953,129.20064346313475,0.013440612827343218,116.18903580212583,-0.020114129876868003
2021-07-21,AAPL,145.52999877929688,146.1300048828125,144.6300048828125,145.39999389648438,141.85952758789062,74993500,-0.005131271671679927,137.98715438842774,129.56261016845704,0.013499615204043601,115.59283829415456,-0.025142190483710358
2021-07-22,AAPL,145.94000244140625,148.1999969482422,145.80999755859375,146.8000030517578,143.22540283203125,77338200,0.009628364533318834,138.62620315551757,129.97023666381835,0.013467217133294056,116.70580827869166,-0.015755904125534848
2021-07-23,AAPL,147.5500030517578,148.72000122070312,146.9199981689453,148.55999755859375,144.94256591796875,71447400,0.01198923551258102,139.36525802612306,130.47347717285157,0.01345533883569626,118.10502169983101,-0.003955569858228536
2021-07-26,AAPL,148.27000427246094,149.8300018310547,147.6999969482422,148.99000549316406,145.3621063232422,72434100,0.0028945286197767928,140.1399253845215,130.94217956542968,0.013348603130897094,118.44688006528052,-0.0010724907486140411
2021-07-27,AAPL,149.1199951171875,149.2100067138672,145.5500030517578,146.77000427246094,143.19619750976562,104818600,-0.014900092384876551,140.7248291015625,131.3191717529297,0.014006216209423045,116.68201060960746,-0.015956602922254204
2021-07-28,AAPL,144.80999755859375,146.97000122070312,142.5399932861328,144.97999572753906,141.44973754882812,118931200,-0.012196273304103555,141.14679641723632,131.68426010131836,0.014368311606793506,115.25892491854037,-0.027958265136112992
2021-07-29,AAPL,144.69000244140625,146.5500030517578,144.5800018310547,145.63999938964844,142.0936279296875,56699500,0.004552079007125176,141.57022552490236,132.08993438720702,0.014367955175672516,115.78359265104588,-0.023533454360789463
2021-07-30,AAPL,144.3800048828125,146.3300018310547,144.11000061035156,145.86000061035156,142.30831909179688,70440600,0.0015109133691457721,141.98926696777343,132.50302474975587,0.014371453066760529,115.95853162911007,-0.022058098002459614
2021-08-02,AAPL,146.36000061035156,146.9499969482422,145.25,145.52000427246094,141.9765625,62880000,-0.002331252269116235,142.26049575805663,132.85835586547853,0.013877671667731418,115.68820303912632,-0.024337927280555283
2021-08-03,AAPL,145.80999755859375,148.0399932861328,145.17999267578125,147.36000061035156,143.7718048095703,64786600,0.012644638509051953,142.5209945678711,133.28627655029297,0.013785402219917905,117.15103854631788,-0.012001033064025557
2021-08-04,AAPL,147.27000427246094,147.7899932861328,146.27999877929688,146.9499969482422,143.37176513671875,56368300,-0.00278246262110593,142.6370964050293,133.6736097717285,0.013288135187321835,116.825070160539,-0.014750103259216218
2021-08-05,AAPL,146.97999572753906,147.83999633789062,146.1699981689453,147.05999755859375,143.47906494140625,46397700,0.0007484026201753924,142.82344512939454,134.06699127197265,0.013074629276138788,116.91250234914932,-0.014012739654967854
2021-08-06,AAPL,146.35000610351562,147.11000061035156,145.6300048828125,146.13999938964844,142.79515075683594,54126800,-0.0047666479067842715,142.88437423706054,134.44767044067382,0.012843604490555532,116.35522161454983,-0.01871259376560752
2021-08-09,AAPL,146.1999969482422,146.6999969482422,145.52000427246094,146.08999633789062,142.74624633789062,48908700,-0.00034247954980337614,142.97261581420898,134.85800689697265,0.0127980081019685,116.315372330634,-0.019048664634722434
2021-08-10,AAPL,146.44000244140625,147.7100067138672,145.3000030517578,145.60000610351562,142.26748657226562,69023100,-0.003353921927248038,142.9813087463379,135.2718421936035,0.012712242387190383,115.92525965289826,-0.02233869882796735
2021-08-11,AAPL,146.0500030517578,146.72000122070312,145.52999877929688,145.86000061035156,142.52149963378906,48493500,0.0017854610891323563,142.83147506713868,135.69719635009767,0.011411028662489327,116.13223969325608,-0.020593122616374138
2021-08-12,AAPL,146.19000244140625,149.0500030517578,145.83999633789062,148.88999938964844,145.4821319580078,72282600,0.020773233033795746,142.86235580444335,136.16654327392578,0.012360528334610852,118.5446817711407,-0.0002476753175819635
2021-08-13,AAPL,148.97000122070312,149.44000244140625,148.27000427246094,149.10000610351562,145.68734741210938,59375000,0.0014105887186255384,143.00545425415038,136.66965408325194,0.011889608845923421,118.71189956190014,0.0
2021-08-16,AAPL,148.5399932861328,151.19000244140625,146.47000122070312,151.1199951171875,147.6611328125,103296000,0.013548090726144713,143.43944396972657,137.16638504028322,0.010201796435908824,120.32021914743774,0.0
2021-08-17,AAPL,150.22999572753906,151.67999267578125,149.08999633789062,150.19000244140625,146.75242614746094,92229700,-0.006154000363744583,143.6475051879883,137.64474655151366,0.008847143816239238,119.57976847503858,-0.006154000363744583
2021-08-18,AAPL,149.8000030517578,150.72000122070312,146.14999389648438,146.36000061035156,143.0100860595703,86326000,-0.025501044079027424,143.70503311157228,138.03187072753906,0.01063890610366174,116.53035952819673,-0.03149811100823385
2021-08-19,AAPL,145.02999877929688,148.0,144.5,146.6999969482422,143.34226989746094,86960300,0.002322800069865405,143.71087646484375,138.41802841186524,0.010430853880607443,116.80103625545027,-0.029248474752818887
2021-08-20,AAPL,147.44000244140625,148.5,146.77999877929688,148.19000244140625,144.7981719970703,60549600,0.010156823250049296,143.70365676879882,138.85320739746095,0.01032840302029683,117.98736373611946,-0.01938872309116768
2021-08-23,AAPL,148.30999755859375,150.19000244140625,147.88999938964844,149.7100067138672,146.28341674804688,60131800,0.010257344623153308,143.74972229003907,139.29389526367189,0.010565465758848949,119.19760078713819,-0.00933025528256326
2021-08-24,AAPL,149.4499969482422,150.86000061035156,149.14999389648438,149.6199951171875,146.19544982910156,48606400,-0.0006013458046090214,143.89968490600586,139.67174774169922,0.009943320428582756,119.12592180998539,-0.00992599037730213
2021-08-25,AAPL,149.80999755859375,150.32000732421875,147.8000030517578,148.36000061035156,144.96432495117188,58991300,-0.008421088887300088,144.07541427612304,140.04136917114258,0.009711065037359603,118.12275183364194,-0.01826349161734042
2021-08-26,AAPL,148.35000610351562,149.1199951171875,147.50999450683594,147.5399932861328,144.1630401611328,48597200,-0.00552746194837217,144.17888488769532,140.38501251220703,0.00979312612353365,117.46983281764447,-0.023690002810753397
2021-08-27,AAPL,147.47999572753906,148.75,146.8300018310547,148.60000610351562,145.19882202148438,55802400,0.007184794793407834,144.3234100341797,140.71737182617187,0.009897382273382592,118.31382946085517,-0.01667541582619614
2021-08-30,AAPL,149.0,153.49000549316406,148.61000061035156,153.1199951171875,149.61534118652344,90956700,0.030417045424690592,144.70534896850586,141.16401306152343,0.01182861827131724,121.91258658593512,0.0
2021-08-31,AAPL,152.66000366210938,152.8000030517578,151.2899932861328,151.8300018310547,148.35488891601562,86453100,-0.008424619163461489,144.93450317382812,141.549541015625,0.011833604363307522,120.88551947271608,-0.008424619163461489
2021-09-01,AAPL,152.8300018310547,154.97999572753906,152.33999633789062,152.50999450683594,149.01930236816406,80313700,0.004478540997220337,145.21688003540038,141.91557556152344,0.01180223855726783,121.42691022764491,-0.0039838081685508175
2021-09-02,AAPL,153.8699951171875,154.72000122070312,152.39999389648438,153.64999389648438,150.1332244873047,71115500,0.007475019017258555,145.54958801269532,142.30935150146485,0.011860410068430225,122.33457869080351,0.0
